,sentence,words,words_tag
2261,렛츠 세이 크림치즈 스프레드 어느정도에 팔고있는지 검색해줘,"['렛츠', ' ', '세이', ' ', '크림치즈', ' ', '스프레드', ' ', '어느정도에', ' ', '팔고있는지', ' ', '검색해줘']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-']"
2262,쫀득한 부안 수제 뽕 편육 어느정도에 팔고있는지 찾아줘,"['쫀득한', ' ', '부안', ' ', '수제', ' ', '뽕', ' ', '편육', ' ', '어느정도에', ' ', '팔고있는지', ' ', '찾아줘']","['PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-']"
2263,가장 싼 씨제이 맛고구마 얼마 주고 살 수 있는지 알려줘,"['가장', ' ', '싼', ' ', '씨제이', ' ', '맛고구마', ' ', '얼마', ' ', '주고', ' ', '살', ' ', '수', ' ', '있는지', ' ', '알려줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2264,가장 싼 삼립 요요 꿀호떡 얼마 주고 살 수 있는지 확인해줘,"['가장', ' ', '싼', ' ', '삼립', ' ', '요요', ' ', '꿀호떡', ' ', '얼마', ' ', '주고', ' ', '살', ' ', '수', ' ', '있는지', ' ', '확인해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2265,가장 싼 노브랜드 통안심치킨텐더 얼마 주고 살 수 있는지 검색해줘,"['가장', ' ', '싼', ' ', '노브랜드', ' ', '통안심치킨텐더', ' ', '얼마', ' ', '주고', ' ', '살', ' ', '수', ' ', '있는지', ' ', '검색해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2266,가장 싼 파스퇴르 저지방 우유 얼마 주고 살 수 있는지 찾아줘,"['가장', ' ', '싼', ' ', '파스퇴르', ' ', '저지방', ' ', '우유', ' ', '얼마', ' ', '주고', ' ', '살', ' ', '수', ' ', '있는지', ' ', '찾아줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2267,가장 싼 더김치 배추물김치 얼마에 살 수 있는지 알려줘,"['가장', ' ', '싼', ' ', '더김치', ' ', '배추물김치', ' ', '얼마에', ' ', '살', ' ', '수', ' ', '있는지', ' ', '알려줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2268,가장 싼 모히또바 아이스크림 얼마에 살 수 있는지 확인해줘,"['가장', ' ', '싼', ' ', '모히또바', ' ', '아이스크림', ' ', '얼마에', ' ', '살', ' ', '수', ' ', '있는지', ' ', '확인해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2269,가장 싼 헬로키티 엘이디 캔디 얼마에 살 수 있는지 검색해줘,"['가장', ' ', '싼', ' ', '헬로키티', ' ', '엘이디', ' ', '캔디', ' ', '얼마에', ' ', '살', ' ', '수', ' ', '있는지', ' ', '검색해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2270,가장 싼 미니 프레첼 볶음양념맛 얼마에 살 수 있는지 찾아줘,"['가장', ' ', '싼', ' ', '미니', ' ', '프레첼', ' ', '볶음양념맛', ' ', '얼마에', ' ', '살', ' ', '수', ' ', '있는지', ' ', '찾아줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2271,가장 싼 맥된장 얼마에 구매할 수 있는지 알려줘,"['가장', ' ', '싼', ' ', '맥된장', ' ', '얼마에', ' ', '구매할', ' ', '수', ' ', '있는지', ' ', '알려줘']","['-', '-', '-', '-', 'PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2272,가장 싼 그래놀라 오트 뮤즐리 통곡물 시리얼 모음 얼마에 구매할 수 있는지 확인해줘,"['가장', ' ', '싼', ' ', '그래놀라', ' ', '오트', ' ', '뮤즐리', ' ', '통곡물', ' ', '시리얼', ' ', '모음', ' ', '얼마에', ' ', '구매할', ' ', '수', ' ', '있는지', ' ', '확인해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2273,가장 싼 피코크 레몬 닭가슴살 얼마에 구매할 수 있는지 검색해줘,"['가장', ' ', '싼', ' ', '피코크', ' ', '레몬', ' ', '닭가슴살', ' ', '얼마에', ' ', '구매할', ' ', '수', ' ', '있는지', ' ', '검색해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2274,가장 싼 직접갈은녹두전 얼마에 구매할 수 있는지 찾아줘,"['가장', ' ', '싼', ' ', '직접갈은녹두전', ' ', '얼마에', ' ', '구매할', ' ', '수', ' ', '있는지', ' ', '찾아줘']","['-', '-', '-', '-', 'PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2275,가장 싼 동광젓갈 새우젓 얼마에 구입할 수 있는지 알려줘,"['가장', ' ', '싼', ' ', '동광젓갈', ' ', '새우젓', ' ', '얼마에', ' ', '구입할', ' ', '수', ' ', '있는지', ' ', '알려줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2276,가장 싼 지프리모 핫스패니쉬살라미 얼마에 구입할 수 있는지 확인해줘,"['가장', ' ', '싼', ' ', '지프리모', ' ', '핫스패니쉬살라미', ' ', '얼마에', ' ', '구입할', ' ', '수', ' ', '있는지', ' ', '확인해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2277,가장 싼 풀무원 새우듬뿍만두 얼마에 구입할 수 있는지 검색해줘,"['가장', ' ', '싼', ' ', '풀무원', ' ', '새우듬뿍만두', ' ', '얼마에', ' ', '구입할', ' ', '수', ' ', '있는지', ' ', '검색해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2278,가장 싼 고추장멸치볶음 얼마에 구입할 수 있는지 찾아줘,"['가장', ' ', '싼', ' ', '고추장멸치볶음', ' ', '얼마에', ' ', '구입할', ' ', '수', ' ', '있는지', ' ', '찾아줘']","['-', '-', '-', '-', 'PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2279,가장 싼 삼립 냉동 정통와플 플레인미니 얼마에 파는지 알려줘,"['가장', ' ', '싼', ' ', '삼립', ' ', '냉동', ' ', '정통와플', ' ', '플레인미니', ' ', '얼마에', ' ', '파는지', ' ', '알려줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-']"
2280,가장 싼 씨제이다진마늘 얼마에 파는지 확인해줘,"['가장', ' ', '싼', ' ', '씨제이다진마늘', ' ', '얼마에', ' ', '파는지', ' ', '확인해줘']","['-', '-', '-', '-', 'PRD_B', '-', '-', '-', '-', '-', '-']"
2281,가장 싼 허쉬 젤리벨리 포도 아이스바 얼마에 파는지 검색해줘,"['가장', ' ', '싼', ' ', '허쉬', ' ', '젤리벨리', ' ', '포도', ' ', '아이스바', ' ', '얼마에', ' ', '파는지', ' ', '검색해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-']"
2282,가장 싼 더반찬 명태회무침 얼마에 파는지 찾아줘,"['가장', ' ', '싼', ' ', '더반찬', ' ', '명태회무침', ' ', '얼마에', ' ', '파는지', ' ', '찾아줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-']"
2283,가장 싼 국내산 팥으로 만든 안흥찐빵 얼마에 팔고있는지 알려줘,"['가장', ' ', '싼', ' ', '국내산', ' ', '팥으로', ' ', '만든', ' ', '안흥찐빵', ' ', '얼마에', ' ', '팔고있는지', ' ', '알려줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-']"
2284,가장 싼 해남 달콤한자연 고구마말랭이 얼마에 팔고있는지 확인해줘,"['가장', ' ', '싼', ' ', '해남', ' ', '달콤한자연', ' ', '고구마말랭이', ' ', '얼마에', ' ', '팔고있는지', ' ', '확인해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-']"
2285,가장 싼 마음심은 이종임 동치미 얼마에 팔고있는지 검색해줘,"['가장', ' ', '싼', ' ', '마음심은', ' ', '이종임', ' ', '동치미', ' ', '얼마에', ' ', '팔고있는지', ' ', '검색해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-']"
2286,가장 싼 깐깐 송도순 열무물김치 얼마에 팔고있는지 찾아줘,"['가장', ' ', '싼', ' ', '깐깐', ' ', '송도순', ' ', '열무물김치', ' ', '얼마에', ' ', '팔고있는지', ' ', '찾아줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-']"
2287,가장 싼 하겐다즈 초콜릿 어느정도 주고 살 수 있는지 알려줘,"['가장', ' ', '싼', ' ', '하겐다즈', ' ', '초콜릿', ' ', '어느정도', ' ', '주고', ' ', '살', ' ', '수', ' ', '있는지', ' ', '알려줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2288,가장 싼 마드레느셀레브르쿠키젤리롤 어느정도 주고 살 수 있는지 확인해줘,"['가장', ' ', '싼', ' ', '마드레느셀레브르쿠키젤리롤', ' ', '어느정도', ' ', '주고', ' ', '살', ' ', '수', ' ', '있는지', ' ', '확인해줘']","['-', '-', '-', '-', 'PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2289,가장 싼 매일 상하치즈 맛있는 비타치즈 딸기 어느정도 주고 살 수 있는지 검색해줘,"['가장', ' ', '싼', ' ', '매일', ' ', '상하치즈', ' ', '맛있는', ' ', '비타치즈', ' ', '딸기', ' ', '어느정도', ' ', '주고', ' ', '살', ' ', '수', ' ', '있는지', ' ', '검색해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2290,가장 싼 서울식품 미니고구마파이 어느정도 주고 살 수 있는지 찾아줘,"['가장', ' ', '싼', ' ', '서울식품', ' ', '미니고구마파이', ' ', '어느정도', ' ', '주고', ' ', '살', ' ', '수', ' ', '있는지', ' ', '찾아줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2291,가장 싼 퀴진 더블 스테이크 어느정도에 살 수 있는지 알려줘,"['가장', ' ', '싼', ' ', '퀴진', ' ', '더블', ' ', '스테이크', ' ', '어느정도에', ' ', '살', ' ', '수', ' ', '있는지', ' ', '알려줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2292,가장 싼 아이스캔디 아이스크림 골라담기 어느정도에 살 수 있는지 확인해줘,"['가장', ' ', '싼', ' ', '아이스캔디', ' ', '아이스크림', ' ', '골라담기', ' ', '어느정도에', ' ', '살', ' ', '수', ' ', '있는지', ' ', '확인해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2293,가장 싼 피코크 파인애플 그대로 어느정도에 살 수 있는지 검색해줘,"['가장', ' ', '싼', ' ', '피코크', ' ', '파인애플', ' ', '그대로', ' ', '어느정도에', ' ', '살', ' ', '수', ' ', '있는지', ' ', '검색해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2294,가장 싼 마음심은 이종임 나박김치 어느정도에 살 수 있는지 찾아줘,"['가장', ' ', '싼', ' ', '마음심은', ' ', '이종임', ' ', '나박김치', ' ', '어느정도에', ' ', '살', ' ', '수', ' ', '있는지', ' ', '찾아줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2295,가장 싼 상하치즈 고다 슬라이스 어느정도에 구매할 수 있는지 알려줘,"['가장', ' ', '싼', ' ', '상하치즈', ' ', '고다', ' ', '슬라이스', ' ', '어느정도에', ' ', '구매할', ' ', '수', ' ', '있는지', ' ', '알려줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2296,가장 싼 애니타임 밀크민트 어느정도에 구매할 수 있는지 확인해줘,"['가장', ' ', '싼', ' ', '애니타임', ' ', '밀크민트', ' ', '어느정도에', ' ', '구매할', ' ', '수', ' ', '있는지', ' ', '확인해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2297,가장 싼 삼립 한아름 땅콩소보루 어느정도에 구매할 수 있는지 검색해줘,"['가장', ' ', '싼', ' ', '삼립', ' ', '한아름', ' ', '땅콩소보루', ' ', '어느정도에', ' ', '구매할', ' ', '수', ' ', '있는지', ' ', '검색해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2298,가장 싼 해태 맛동산 어느정도에 구매할 수 있는지 찾아줘,"['가장', ' ', '싼', ' ', '해태', ' ', '맛동산', ' ', '어느정도에', ' ', '구매할', ' ', '수', ' ', '있는지', ' ', '찾아줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2299,가장 싼 월넛파운드진한 흑임자 파운드 어느정도에 구입할 수 있는지 알려줘,"['가장', ' ', '싼', ' ', '월넛파운드진한', ' ', '흑임자', ' ', '파운드', ' ', '어느정도에', ' ', '구입할', ' ', '수', ' ', '있는지', ' ', '알려줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2300,가장 싼 이씨네김치 전통이 살아숨쉬는 묵은지 어느정도에 구입할 수 있는지 확인해줘,"['가장', ' ', '싼', ' ', '이씨네김치', ' ', '전통이', ' ', '살아숨쉬는', ' ', '묵은지', ' ', '어느정도에', ' ', '구입할', ' ', '수', ' ', '있는지', ' ', '확인해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2301,가장 싼 어묵국물쌀떡볶이 어느정도에 구입할 수 있는지 검색해줘,"['가장', ' ', '싼', ' ', '어묵국물쌀떡볶이', ' ', '어느정도에', ' ', '구입할', ' ', '수', ' ', '있는지', ' ', '검색해줘']","['-', '-', '-', '-', 'PRD_B', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2302,가장 싼 내추럴초이스 아밀키 어나더밀크 아몬드 오리지널 어느정도에 구입할 수 있는지 찾아줘,"['가장', ' ', '싼', ' ', '내추럴초이스', ' ', '아밀키', ' ', '어나더밀크', ' ', '아몬드', ' ', '오리지널', ' ', '어느정도에', ' ', '구입할', ' ', '수', ' ', '있는지', ' ', '찾아줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2303,가장 싼 일미초절임무 어느정도에 파는지 알려줘,"['가장', ' ', '싼', ' ', '일미초절임무', ' ', '어느정도에', ' ', '파는지', ' ', '알려줘']","['-', '-', '-', '-', 'PRD_B', '-', '-', '-', '-', '-', '-']"
2304,가장 싼 본젤라또마카롱초코바닐라 어느정도에 파는지 확인해줘,"['가장', ' ', '싼', ' ', '본젤라또마카롱초코바닐라', ' ', '어느정도에', ' ', '파는지', ' ', '확인해줘']","['-', '-', '-', '-', 'PRD_B', '-', '-', '-', '-', '-', '-']"
2305,가장 싼 프로바이오틱청사과 어느정도에 파는지 검색해줘,"['가장', ' ', '싼', ' ', '프로바이오틱청사과', ' ', '어느정도에', ' ', '파는지', ' ', '검색해줘']","['-', '-', '-', '-', 'PRD_B', '-', '-', '-', '-', '-', '-']"
2306,가장 싼 삼원가든 엘에이식 양념갈비구이 어느정도에 파는지 찾아줘,"['가장', ' ', '싼', ' ', '삼원가든', ' ', '엘에이식', ' ', '양념갈비구이', ' ', '어느정도에', ' ', '파는지', ' ', '찾아줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-']"
2307,가장 싼 이마트 진심을 담은 칼슘 가득 고칼슘 치즈 어느정도에 팔고있는지 알려줘,"['가장', ' ', '싼', ' ', '이마트', ' ', '진심을', ' ', '담은', ' ', '칼슘', ' ', '가득', ' ', '고칼슘', ' ', '치즈', ' ', '어느정도에', ' ', '팔고있는지', ' ', '알려줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-']"
2308,가장 싼 씨제이 백설 그릴후랑크 어느정도에 팔고있는지 확인해줘,"['가장', ' ', '싼', ' ', '씨제이', ' ', '백설', ' ', '그릴후랑크', ' ', '어느정도에', ' ', '팔고있는지', ' ', '확인해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-']"
2309,가장 싼 피코크 김치 왕 만두 어느정도에 팔고있는지 검색해줘,"['가장', ' ', '싼', ' ', '피코크', ' ', '김치', ' ', '왕', ' ', '만두', ' ', '어느정도에', ' ', '팔고있는지', ' ', '검색해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-']"
2310,가장 싼 무항생제 바른목장 딸기우유 어느정도에 팔고있는지 찾아줘,"['가장', ' ', '싼', ' ', '무항생제', ' ', '바른목장', ' ', '딸기우유', ' ', '어느정도에', ' ', '팔고있는지', ' ', '찾아줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-']"
2311,가장 저렴한 종가집 백김치 얼마 주고 살 수 있는지 알려줘,"['가장', ' ', '저렴한', ' ', '종가집', ' ', '백김치', ' ', '얼마', ' ', '주고', ' ', '살', ' ', '수', ' ', '있는지', ' ', '알려줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2312,가장 저렴한 부촌푸드 국내산 냉장 고추장 삼겹살구이 얼마 주고 살 수 있는지 확인해줘,"['가장', ' ', '저렴한', ' ', '부촌푸드', ' ', '국내산', ' ', '냉장', ' ', '고추장', ' ', '삼겹살구이', ' ', '얼마', ' ', '주고', ' ', '살', ' ', '수', ' ', '있는지', ' ', '확인해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2313,가장 저렴한 롯데제과 설레임 밀크 쉐이크 얼마 주고 살 수 있는지 검색해줘,"['가장', ' ', '저렴한', ' ', '롯데제과', ' ', '설레임', ' ', '밀크', ' ', '쉐이크', ' ', '얼마', ' ', '주고', ' ', '살', ' ', '수', ' ', '있는지', ' ', '검색해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2314,가장 저렴한 임실 구워먹는치즈 얼마 주고 살 수 있는지 찾아줘,"['가장', ' ', '저렴한', ' ', '임실', ' ', '구워먹는치즈', ' ', '얼마', ' ', '주고', ' ', '살', ' ', '수', ' ', '있는지', ' ', '찾아줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2315,가장 저렴한 롯데삼강 빠삐코 얼마에 살 수 있는지 알려줘,"['가장', ' ', '저렴한', ' ', '롯데삼강', ' ', '빠삐코', ' ', '얼마에', ' ', '살', ' ', '수', ' ', '있는지', ' ', '알려줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2316,가장 저렴한 풀무원 아임리얼 떠먹는 파인애플 얼마에 살 수 있는지 확인해줘,"['가장', ' ', '저렴한', ' ', '풀무원', ' ', '아임리얼', ' ', '떠먹는', ' ', '파인애플', ' ', '얼마에', ' ', '살', ' ', '수', ' ', '있는지', ' ', '확인해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
2317,가장 저렴한 매일우유 상하목장우유 얼마에 살 수 있는지 검색해줘,"['가장', ' ', '저렴한', ' ', '매일우유', ' ', '상하목장우유', ' ', '얼마에', ' ', '살', ' ', '수', ' ', '있는지', ' ', '검색해줘']","['-', '-', '-', '-', 'PRD_B', 'PRD_I', 'PRD_I', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
